molecule,brand_generic,pricing_unit,quarter,snapshot_as_of_date,median_nadac_per_unit,min_nadac_per_unit,max_nadac_per_unit,n_ndcs,n_products
clobazam,generic,ML,2022Q1,2022-03-30,0.50176,0.50176,0.50176,9,1
clobazam,generic,ML,2022Q2,2022-06-29,0.40435,0.40435,0.40435,9,1
clobazam,generic,ML,2022Q3,2022-09-28,0.34,0.34,0.34,9,1
clobazam,generic,ML,2022Q4,2022-12-28,0.31557,0.31557,0.31557,11,1
clobazam,generic,ML,2023Q1,2023-03-29,0.25592,0.25592,0.25592,11,1
clobazam,generic,ML,2023Q2,2023-06-28,0.29757,0.29757,0.29757,12,1
clobazam,generic,ML,2023Q3,2023-09-27,0.26558,0.26558,0.26558,10,1
clobazam,generic,ML,2023Q4,2023-12-27,0.2387,0.2387,0.2387,9,1
clobazam,generic,ML,2024Q1,2024-03-27,0.23097,0.23097,0.23097,9,1
clobazam,generic,ML,2024Q2,2024-06-26,0.18046,0.18046,0.18046,9,1
clobazam,generic,ML,2024Q3,2024-09-25,0.20675,0.20675,0.20675,9,1
clobazam,generic,ML,2024Q4,2024-12-25,0.22929,0.22929,0.22929,8,1
clobazam,generic,ML,2025Q1,2025-03-26,0.19414,0.19414,0.19414,8,1
clobazam,generic,ML,2025Q2,2025-06-25,0.19012,0.19012,0.19012,8,1
clobazam,generic,ML,2025Q3,2025-09-24,0.19169,0.19169,0.19169,7,1
clobazam,generic,ML,2025Q4,2025-12-31,0.18891,0.18891,0.18891,7,1
clobazam,generic,ML,2026Q1,2026-03-25,0.15518,0.15518,0.15518,7,1
clobazam,generic,ML,2026Q2,2026-06-24,0.16083,0.16083,0.16083,7,1
clobazam,generic,ML,2026Q3,2026-09-16,0.16869,0.16869,0.16869,7,1
eslicarbazepine,brand,EA,2019Q1,2019-03-27,31.01417,30.90685,31.07502,4,4
eslicarbazepine,brand,EA,2019Q2,2019-06-26,31.01417,30.90685,31.07502,4,4
eslicarbazepine,brand,EA,2019Q3,2019-09-25,31.01417,30.90685,31.07502,4,4
eslicarbazepine,brand,EA,2019Q4,2019-12-25,30.85325,30.82497,31.03181,4,4
eslicarbazepine,brand,EA,2020Q1,2020-03-25,32.43976,32.33417,32.55113,4,4
eslicarbazepine,brand,EA,2020Q2,2020-06-24,32.35314,32.26067,32.5074,4,4
eslicarbazepine,brand,EA,2020Q3,2020-09-30,32.35314,32.26067,32.5074,4,4
eslicarbazepine,brand,EA,2020Q4,2020-12-30,32.47031,32.3587,32.73367,4,4
eslicarbazepine,brand,EA,2021Q1,2021-03-31,33.99545,33.87859,34.27117,4,4
eslicarbazepine,brand,EA,2021Q2,2021-06-30,33.93847,33.61238,34.27117,4,4
eslicarbazepine,brand,EA,2021Q3,2021-09-29,34.04747,33.99834,34.27117,4,4
eslicarbazepine,brand,EA,2021Q4,2021-12-29,34.02922,33.892,34.05748,4,4
eslicarbazepine,brand,EA,2022Q1,2022-03-30,35.86306,35.71844,35.89284,4,4
eslicarbazepine,brand,EA,2022Q2,2022-06-29,35.86306,35.71844,35.89284,4,4
eslicarbazepine,brand,EA,2022Q3,2022-09-28,35.86306,35.71844,35.89284,4,4
eslicarbazepine,brand,EA,2022Q4,2022-12-28,35.86306,35.71844,35.89284,4,4
eslicarbazepine,brand,EA,2023Q1,2023-03-29,38.36917,38.21444,38.40103,4,4
eslicarbazepine,brand,EA,2023Q2,2023-06-28,38.36917,38.21444,38.40103,4,4
eslicarbazepine,brand,EA,2023Q3,2023-09-27,38.36917,38.21444,38.40103,4,4
eslicarbazepine,brand,EA,2023Q4,2023-12-27,38.28679,38.24175,38.42753,4,4
eslicarbazepine,brand,EA,2024Q1,2024-03-27,40.58629,40.53855,40.73549,4,4
eslicarbazepine,brand,EA,2024Q2,2024-06-26,40.58187,40.54879,40.61087,4,4
eslicarbazepine,brand,EA,2024Q3,2024-09-25,40.59108,40.55894,40.6705,4,4
eslicarbazepine,brand,EA,2024Q4,2024-12-25,40.57715,40.57159,40.66163,4,4
eslicarbazepine,brand,EA,2025Q1,2025-03-26,43.01138,43.00549,43.10092,4,4
eslicarbazepine,brand,EA,2025Q2,2025-06-25,42.99084,42.96761,43.0055,4,4
eslicarbazepine,brand,EA,2025Q3,2025-09-24,42.98902,42.97575,43.00742,4,4
eslicarbazepine,brand,EA,2025Q4,2025-12-31,42.95573,42.93659,43.0572,4,4
eslicarbazepine,brand,EA,2026Q1,2026-03-25,44.24441,44.22469,44.34892,4,4
eslicarbazepine,brand,EA,2026Q2,2026-06-24,44.29927,44.24295,44.40393,4,4
eslicarbazepine,brand,EA,2026Q3,2026-09-16,44.21645,44.03997,44.40393,4,4
eslicarbazepine,generic,EA,2025Q3,2025-09-24,4.07794,3.46213,5.01068,24,4
eslicarbazepine,generic,EA,2025Q4,2025-12-31,3.54576,3.29428,4.18473,24,4
eslicarbazepine,generic,EA,2026Q1,2026-03-25,3.38417,3.04609,3.92072,24,4
eslicarbazepine,generic,EA,2026Q2,2026-06-24,2.79046,2.05647,2.94817,24,4
eslicarbazepine,generic,EA,2026Q3,2026-09-16,2.11183,1.58268,2.78385,28,4
ethosuximide,brand,EA,2025Q4,2025-12-31,1.30857,1.30857,1.30857,1,1
ethosuximide,brand,EA,2026Q1,2026-03-25,1.30857,1.30857,1.30857,1,1
ethosuximide,brand,EA,2026Q2,2026-06-24,1.30857,1.30857,1.30857,1,1
ethosuximide,brand,EA,2026Q3,2026-09-16,1.30857,1.30857,1.30857,1,1
ethosuximide,generic,EA,2019Q1,2019-03-27,0.74512,0.74512,0.74512,5,1
ethosuximide,generic,EA,2019Q2,2019-06-26,0.83461,0.83461,0.83461,4,1
ethosuximide,generic,EA,2019Q3,2019-09-25,0.65391,0.65391,0.65391,4,1
ethosuximide,generic,EA,2019Q4,2019-12-25,0.78811,0.78811,0.78811,4,1
ethosuximide,generic,EA,2020Q1,2020-03-25,0.75054,0.75054,0.75054,4,1
ethosuximide,generic,EA,2020Q2,2020-06-24,0.73604,0.73604,0.73604,4,1
ethosuximide,generic,EA,2020Q3,2020-09-30,0.58726,0.58726,0.58726,5,1
ethosuximide,generic,EA,2020Q4,2020-12-30,0.66479,0.66479,0.66479,6,1
ethosuximide,generic,EA,2021Q1,2021-03-31,0.53453,0.53453,0.53453,6,1
ethosuximide,generic,EA,2021Q2,2021-06-30,0.46314,0.46314,0.46314,6,1
ethosuximide,generic,EA,2021Q3,2021-09-29,0.56342,0.56342,0.56342,6,1
ethosuximide,generic,EA,2021Q4,2021-12-29,0.28885,0.28885,0.28885,6,1
ethosuximide,generic,EA,2022Q1,2022-03-30,0.61011,0.61011,0.61011,6,1
ethosuximide,generic,EA,2022Q2,2022-06-29,0.43619,0.43619,0.43619,6,1
ethosuximide,generic,EA,2022Q3,2022-09-28,0.56738,0.56738,0.56738,6,1
ethosuximide,generic,EA,2022Q4,2022-12-28,0.4009,0.4009,0.4009,6,1
ethosuximide,generic,EA,2023Q1,2023-03-29,0.41361,0.41361,0.41361,6,1
ethosuximide,generic,EA,2023Q2,2023-06-28,0.30509,0.30509,0.30509,7,1
ethosuximide,generic,EA,2023Q3,2023-09-27,0.3886,0.3886,0.3886,6,1
ethosuximide,generic,EA,2023Q4,2023-12-27,0.33005,0.33005,0.33005,6,1
ethosuximide,generic,EA,2024Q1,2024-03-27,0.35095,0.35095,0.35095,6,1
ethosuximide,generic,EA,2024Q2,2024-06-26,0.27425,0.27425,0.27425,7,1
ethosuximide,generic,EA,2024Q3,2024-09-25,0.27532,0.27532,0.27532,7,1
ethosuximide,generic,EA,2024Q4,2024-12-25,0.23042,0.23042,0.23042,7,1
ethosuximide,generic,EA,2025Q1,2025-03-26,0.26006,0.26006,0.26006,6,1
ethosuximide,generic,EA,2025Q2,2025-06-25,0.26487,0.26487,0.26487,6,1
ethosuximide,generic,EA,2025Q3,2025-09-24,0.22102,0.22102,0.22102,6,1
ethosuximide,generic,EA,2025Q4,2025-12-31,0.25948,0.25948,0.25948,6,1
ethosuximide,generic,EA,2026Q1,2026-03-25,0.24722,0.24722,0.24722,6,1
ethosuximide,generic,EA,2026Q2,2026-06-24,0.25234,0.25234,0.25234,6,1
ethosuximide,generic,EA,2026Q3,2026-09-16,0.2483,0.2483,0.2483,5,1
ethosuximide,generic,ML,2019Q1,2019-03-27,0.2006,0.2006,0.2006,2,1
ethosuximide,generic,ML,2019Q2,2019-06-26,0.21539,0.21539,0.21539,2,1
ethosuximide,generic,ML,2019Q3,2019-09-25,0.21528,0.21528,0.21528,2,1
ethosuximide,generic,ML,2019Q4,2019-12-25,0.19382,0.19382,0.19382,2,1
ethosuximide,generic,ML,2020Q1,2020-03-25,0.21952,0.21952,0.21952,2,1
ethosuximide,generic,ML,2020Q2,2020-06-24,0.20724,0.20724,0.20724,2,1
ethosuximide,generic,ML,2020Q3,2020-09-30,0.14857,0.14857,0.14857,2,1
ethosuximide,generic,ML,2020Q4,2020-12-30,0.15797,0.15797,0.15797,2,1
ethosuximide,generic,ML,2021Q2,2021-06-30,0.17416,0.17416,0.17416,4,1
ethosuximide,generic,ML,2021Q3,2021-09-29,0.19414,0.19414,0.19414,3,1
ethosuximide,generic,ML,2021Q4,2021-12-29,0.21765,0.21765,0.21765,3,1
ethosuximide,generic,ML,2022Q1,2022-03-30,0.15831,0.15831,0.15831,3,1
ethosuximide,generic,ML,2022Q2,2022-06-29,0.07751,0.07751,0.07751,3,1
ethosuximide,generic,ML,2022Q3,2022-09-28,0.08112,0.08112,0.08112,4,1
ethosuximide,generic,ML,2022Q4,2022-12-28,0.08588,0.08588,0.08588,4,1
ethosuximide,generic,ML,2023Q1,2023-03-29,0.07012,0.07012,0.07012,4,1
ethosuximide,generic,ML,2023Q2,2023-06-28,0.08488,0.08488,0.08488,4,1
ethosuximide,generic,ML,2023Q3,2023-09-27,0.0864,0.0864,0.0864,2,1
ethosuximide,generic,ML,2023Q4,2023-12-27,0.08122,0.08122,0.08122,2,1
ethosuximide,generic,ML,2024Q1,2024-03-27,0.09316,0.09316,0.09316,2,1
ethosuximide,generic,ML,2024Q2,2024-06-26,0.07413,0.07413,0.07413,2,1
ethosuximide,generic,ML,2024Q3,2024-09-25,0.08633,0.08633,0.08633,2,1
ethosuximide,generic,ML,2024Q4,2024-12-25,0.07611,0.07611,0.07611,2,1
ethosuximide,generic,ML,2025Q1,2025-03-26,0.09653,0.09653,0.09653,2,1
ethosuximide,generic,ML,2025Q2,2025-06-25,0.09653,0.09653,0.09653,2,1
ethosuximide,generic,ML,2025Q3,2025-09-24,0.09653,0.09653,0.09653,2,1
ethosuximide,generic,ML,2025Q4,2025-12-31,0.09475,0.09475,0.09475,2,1
ethosuximide,generic,ML,2026Q1,2026-03-25,0.09216,0.09216,0.09216,2,1
ethosuximide,generic,ML,2026Q2,2026-06-24,0.08934,0.08934,0.08934,2,1
ethosuximide,generic,ML,2026Q3,2026-09-16,0.09388,0.09388,0.09388,2,1
felbamate,brand,EA,2019Q4,2019-12-25,12.95468,12.95468,12.95468,1,1
felbamate,brand,EA,2020Q1,2020-03-25,13.79673,13.79673,13.79673,1,1
felbamate,brand,EA,2020Q2,2020-06-24,13.79673,13.79673,13.79673,1,1
felbamate,brand,EA,2020Q3,2020-09-30,13.86217,13.86217,13.86217,1,1
felbamate,brand,EA,2020Q4,2020-12-30,12.98833,12.1145,13.86217,2,2
felbamate,brand,EA,2021Q1,2021-03-31,13.6787,12.72023,14.63716,2,2
felbamate,brand,EA,2021Q2,2021-06-30,13.6787,12.72023,14.63716,2,2
felbamate,brand,EA,2021Q3,2021-09-29,13.6787,12.72023,14.63716,2,2
felbamate,brand,EA,2021Q4,2021-12-29,13.6787,12.72023,14.63716,2,2
felbamate,brand,EA,2022Q1,2022-03-30,15.09657,15.09657,15.09657,1,1
felbamate,brand,EA,2022Q2,2022-06-29,15.09657,15.09657,15.09657,1,1
felbamate,brand,EA,2022Q3,2022-09-28,15.09657,15.09657,15.09657,1,1
felbamate,brand,EA,2022Q4,2022-12-28,15.09657,15.09657,15.09657,1,1
felbamate,brand,EA,2023Q1,2023-03-29,16.15333,16.15333,16.15333,1,1
felbamate,brand,EA,2023Q2,2023-06-28,16.15333,16.15333,16.15333,1,1
felbamate,brand,EA,2023Q3,2023-09-27,16.15333,16.15333,16.15333,1,1
felbamate,brand,EA,2023Q4,2023-12-27,16.15333,16.15333,16.15333,1,1
felbamate,brand,EA,2024Q1,2024-03-27,16.15333,16.15333,16.15333,1,1
felbamate,brand,EA,2024Q2,2024-06-26,15.0955,14.05198,16.13902,2,2
felbamate,brand,EA,2024Q3,2024-09-25,15.08104,14.09612,16.06596,2,2
felbamate,brand,EA,2024Q4,2024-12-25,15.05545,14.02719,16.08372,2,2
felbamate,brand,EA,2025Q1,2025-03-26,15.80823,14.72855,16.88791,2,2
felbamate,brand,EA,2025Q2,2025-06-25,15.82784,14.76778,16.88791,2,2
felbamate,brand,EA,2025Q3,2025-09-24,15.87984,14.82745,16.93223,2,2
felbamate,brand,EA,2025Q4,2025-12-31,15.83376,14.80744,16.86009,2,2
felbamate,brand,EA,2026Q1,2026-03-25,15.83785,14.79566,16.88004,2,2
felbamate,brand,EA,2026Q2,2026-06-24,15.80662,14.77004,16.84319,2,2
felbamate,brand,EA,2026Q3,2026-09-16,15.76514,14.68507,16.84521,2,2
felbamate,generic,EA,2019Q1,2019-03-27,2.62889,2.59415,2.66363,20,2
felbamate,generic,EA,2019Q2,2019-06-26,2.80245,2.32032,3.28458,20,2
felbamate,generic,EA,2019Q3,2019-09-25,2.8592,2.43382,3.28458,18,2
felbamate,generic,EA,2019Q4,2019-12-25,2.9299,2.9299,3.059,19,2
felbamate,generic,EA,2020Q1,2020-03-25,2.52422,2.52422,2.93439,19,2
felbamate,generic,EA,2020Q2,2020-06-24,2.60895,2.60895,3.16874,19,2
felbamate,generic,EA,2020Q3,2020-09-30,2.60412,2.60412,3.16874,19,2
felbamate,generic,EA,2020Q4,2020-12-30,2.44438,2.05645,2.44438,19,2
felbamate,generic,EA,2021Q1,2021-03-31,3.07085,2.05645,3.07085,18,2
felbamate,generic,EA,2021Q2,2021-06-30,2.12913,2.05645,2.12913,17,2
felbamate,generic,EA,2021Q3,2021-09-29,1.56185,1.56185,1.70221,19,2
felbamate,generic,EA,2021Q4,2021-12-29,2.8194,1.17562,2.8194,18,2
felbamate,generic,EA,2022Q1,2022-03-30,1.94824,1.17562,1.94824,18,2
felbamate,generic,EA,2022Q2,2022-06-29,1.57337,1.17562,1.57337,18,2
felbamate,generic,EA,2022Q3,2022-09-28,1.38525,1.38525,1.82477,17,2
felbamate,generic,EA,2022Q4,2022-12-28,1.44233,1.05427,1.44233,20,2
felbamate,generic,EA,2023Q1,2023-03-29,1.28457,1.01727,1.28457,19,2
felbamate,generic,EA,2023Q2,2023-06-28,0.94122,0.94122,1.37184,19,2
felbamate,generic,EA,2023Q3,2023-09-27,1.42735,0.99006,1.42735,19,2
felbamate,generic,EA,2023Q4,2023-12-27,1.29555,1.00131,1.29555,19,2
felbamate,generic,EA,2024Q1,2024-03-27,1.36022,0.99392,1.36022,18,2
felbamate,generic,EA,2024Q2,2024-06-26,1.18049,0.94535,1.18049,18,2
felbamate,generic,EA,2024Q3,2024-09-25,1.31679,0.95238,1.31679,17,2
felbamate,generic,EA,2024Q4,2024-12-25,1.22642,0.82488,1.22642,17,2
felbamate,generic,EA,2025Q1,2025-03-26,1.69152,0.92011,1.69152,16,2
felbamate,generic,EA,2025Q2,2025-06-25,1.42562,0.91776,1.42562,15,2
felbamate,generic,EA,2025Q3,2025-09-24,1.40936,0.96568,1.40936,15,2
felbamate,generic,EA,2025Q4,2025-12-31,1.37648,0.97447,1.37648,15,2
felbamate,generic,EA,2026Q1,2026-03-25,1.22936,1.02082,1.22936,15,2
felbamate,generic,EA,2026Q2,2026-06-24,1.23172,0.71235,1.23172,14,2
felbamate,generic,EA,2026Q3,2026-09-16,1.01413,0.72652,1.01413,14,2
felbamate,generic,ML,2024Q1,2024-03-27,0.44031,0.44031,0.44031,4,1
felbamate,generic,ML,2024Q2,2024-06-26,0.41428,0.41428,0.41428,4,1
felbamate,generic,ML,2024Q3,2024-09-25,0.46635,0.33073,0.60196,8,1
felbamate,generic,ML,2024Q4,2024-12-25,0.46163,0.3213,0.60196,8,1
felbamate,generic,ML,2025Q1,2025-03-26,0.45815,0.31434,0.60196,8,1
felbamate,generic,ML,2025Q2,2025-06-25,0.46432,0.32667,0.60196,8,1
felbamate,generic,ML,2025Q3,2025-09-24,0.36376,0.36376,0.36376,3,1
felbamate,generic,ML,2025Q4,2025-12-31,0.3693,0.3693,0.3693,3,1
felbamate,generic,ML,2026Q1,2026-03-25,0.36794,0.36794,0.36794,3,1
felbamate,generic,ML,2026Q2,2026-06-24,0.33082,0.33082,0.33082,3,1
felbamate,generic,ML,2026Q3,2026-09-16,0.33516,0.33516,0.33516,3,1
lacosamide,brand,EA,2019Q1,2019-03-27,14.23536,8.86099,14.67944,8,4
lacosamide,brand,EA,2019Q2,2019-06-26,14.23536,8.86099,14.67944,8,4
lacosamide,brand,EA,2019Q3,2019-09-25,14.23536,8.86099,14.67944,8,4
lacosamide,brand,EA,2019Q4,2019-12-25,14.20475,8.84447,14.61981,8,4
lacosamide,brand,EA,2020Q1,2020-03-25,14.63075,9.10971,15.05841,8,4
lacosamide,brand,EA,2020Q2,2020-06-24,14.63075,9.10971,15.05841,8,4
lacosamide,brand,EA,2020Q3,2020-09-30,14.63075,9.10971,15.05841,8,4
lacosamide,brand,EA,2020Q4,2020-12-30,14.66598,9.09244,15.07635,8,4
lacosamide,brand,EA,2021Q1,2021-03-31,15.38462,9.53797,15.81509,8,4
lacosamide,brand,EA,2021Q2,2021-06-30,15.38462,9.53797,15.81509,8,4
lacosamide,brand,EA,2021Q3,2021-09-29,15.38462,9.53797,15.81509,8,4
lacosamide,brand,EA,2021Q4,2021-12-29,15.36287,9.56716,15.80527,8,4
lacosamide,brand,EA,2022Q1,2022-03-30,16.42291,10.22739,16.89584,8,4
lacosamide,brand,EA,2022Q2,2022-06-29,16.42291,10.22739,16.89584,8,4
lacosamide,brand,EA,2022Q3,2022-09-28,16.42225,10.21007,16.89365,8,4
lacosamide,brand,EA,2022Q4,2022-12-28,16.42291,10.19385,16.92114,8,4
lacosamide,brand,EA,2023Q1,2023-03-29,17.39186,10.79518,17.91949,8,4
lacosamide,brand,EA,2023Q2,2023-06-28,17.39186,10.79518,17.91949,8,4
lacosamide,brand,EA,2023Q3,2023-09-27,17.39186,10.79518,17.91949,8,4
lacosamide,brand,EA,2023Q4,2023-12-27,17.35214,10.79391,17.87758,8,4
lacosamide,brand,EA,2024Q1,2024-03-27,18.13298,11.27964,18.68208,8,4
lacosamide,brand,EA,2024Q2,2024-06-26,18.14453,11.28797,18.75595,8,4
lacosamide,brand,EA,2024Q3,2024-09-25,18.1602,11.28435,18.73293,8,4
lacosamide,brand,EA,2024Q4,2024-12-25,18.15384,11.29077,18.70183,8,4
lacosamide,brand,EA,2025Q1,2025-03-26,19.15061,11.57315,20.38473,9,5
lacosamide,brand,EA,2025Q2,2025-06-25,19.16006,11.55849,20.34388,9,5
lacosamide,brand,EA,2025Q3,2025-09-24,19.14971,11.54791,20.647,9,5
lacosamide,brand,EA,2025Q4,2025-12-31,19.14045,11.55418,20.68809,11,7
lacosamide,brand,EA,2026Q1,2026-03-25,19.63811,11.85458,21.31163,11,7
lacosamide,brand,EA,2026Q2,2026-06-24,19.62085,11.82157,21.30319,11,7
lacosamide,brand,EA,2026Q3,2026-09-16,19.62285,11.82921,21.5109,11,7
lacosamide,brand,ML,2019Q1,2019-03-27,1.59769,1.47614,1.71923,2,1
lacosamide,brand,ML,2019Q2,2019-06-26,1.59769,1.47614,1.71923,2,1
lacosamide,brand,ML,2019Q3,2019-09-25,1.59769,1.47614,1.71923,2,1
lacosamide,brand,ML,2019Q4,2019-12-25,1.59171,1.47269,1.71074,2,1
lacosamide,brand,ML,2020Q1,2020-03-25,1.63945,1.51686,1.76203,2,1
lacosamide,brand,ML,2020Q2,2020-06-24,1.63945,1.51686,1.76203,2,1
lacosamide,brand,ML,2020Q3,2020-09-30,1.76203,1.51686,1.76203,3,1
lacosamide,brand,ML,2020Q4,2020-12-30,1.76397,1.51743,1.76397,3,1
lacosamide,brand,ML,2021Q1,2021-03-31,1.85043,1.51743,1.85043,3,1
lacosamide,brand,ML,2021Q2,2021-06-30,1.85043,1.51743,1.85043,3,1
lacosamide,brand,ML,2021Q3,2021-09-29,1.85043,1.51743,1.85043,3,1
lacosamide,brand,ML,2021Q4,2021-12-29,1.85524,1.85524,1.85524,2,1
lacosamide,brand,ML,2022Q1,2022-03-30,1.98325,1.98325,1.98325,2,1
lacosamide,brand,ML,2022Q2,2022-06-29,1.98325,1.98325,1.98325,2,1
lacosamide,brand,ML,2022Q3,2022-09-28,1.98325,1.98325,1.98325,2,1
lacosamide,brand,ML,2022Q4,2022-12-28,1.98325,1.98325,1.98325,2,1
lacosamide,brand,ML,2023Q1,2023-03-29,2.10029,2.10029,2.10029,2,1
lacosamide,brand,ML,2023Q2,2023-06-28,2.10029,2.10029,2.10029,1,1
lacosamide,brand,ML,2023Q3,2023-09-27,2.10029,2.10029,2.10029,1,1
lacosamide,brand,ML,2023Q4,2023-12-27,2.0921,2.0921,2.0921,1,1
lacosamide,brand,ML,2024Q1,2024-03-27,2.18625,2.18625,2.18625,1,1
lacosamide,brand,ML,2024Q2,2024-06-26,2.19147,2.19147,2.19147,1,1
lacosamide,brand,ML,2024Q3,2024-09-25,2.1884,2.1884,2.1884,1,1
lacosamide,brand,ML,2024Q4,2024-12-25,2.18888,2.18888,2.18888,1,1
lacosamide,brand,ML,2025Q1,2025-03-26,2.24363,2.24363,2.24363,1,1
lacosamide,brand,ML,2025Q2,2025-06-25,2.25164,2.25164,2.25164,1,1
lacosamide,brand,ML,2025Q3,2025-09-24,2.25012,2.25012,2.25012,1,1
lacosamide,brand,ML,2025Q4,2025-12-31,2.24138,2.24138,2.24138,1,1
lacosamide,brand,ML,2026Q1,2026-03-25,2.29965,2.29965,2.29965,1,1
lacosamide,brand,ML,2026Q2,2026-06-24,2.2882,2.2882,2.2882,1,1
lacosamide,brand,ML,2026Q3,2026-09-16,2.29765,2.29765,2.29765,1,1
lacosamide,generic,EA,2022Q2,2022-06-29,0.44364,0.26801,0.54481,40,4
lacosamide,generic,EA,2022Q3,2022-09-28,0.33197,0.20098,0.45752,46,4
lacosamide,generic,EA,2022Q4,2022-12-28,0.29041,0.20231,0.42212,50,4
lacosamide,generic,EA,2023Q1,2023-03-29,0.32854,0.19021,0.45782,50,4
lacosamide,generic,EA,2023Q2,2023-06-28,0.34459,0.19766,0.42962,50,4
lacosamide,generic,EA,2023Q3,2023-09-27,0.29903,0.19025,0.41042,58,4
lacosamide,generic,EA,2023Q4,2023-12-27,0.29825,0.18527,0.40769,60,4
lacosamide,generic,EA,2024Q1,2024-03-27,0.29572,0.18101,0.42262,65,4
lacosamide,generic,EA,2024Q2,2024-06-26,0.2773,0.16895,0.38159,65,4
lacosamide,generic,EA,2024Q3,2024-09-25,0.27875,0.17986,0.38774,66,4
lacosamide,generic,EA,2024Q4,2024-12-25,0.22833,0.13599,0.30397,66,4
lacosamide,generic,EA,2025Q1,2025-03-26,0.25136,0.15122,0.31622,63,4
lacosamide,generic,EA,2025Q2,2025-06-25,0.21809,0.14137,0.30542,62,4
lacosamide,generic,EA,2025Q3,2025-09-24,0.2058,0.12931,0.30262,62,4
lacosamide,generic,EA,2025Q4,2025-12-31,0.19826,0.13127,0.30432,62,4
lacosamide,generic,EA,2026Q1,2026-03-25,0.17376,0.10756,0.2857,62,4
lacosamide,generic,EA,2026Q2,2026-06-24,0.17157,0.1108,0.27666,62,4
lacosamide,generic,EA,2026Q3,2026-09-16,0.16758,0.11527,0.24661,62,4
lacosamide,generic,ML,2022Q3,2022-09-28,0.11526,0.11526,0.11526,3,2
lacosamide,generic,ML,2022Q4,2022-12-28,0.16934,0.16934,0.16934,4,2
lacosamide,generic,ML,2023Q1,2023-03-29,0.13492,0.13492,0.13492,4,2
lacosamide,generic,ML,2023Q2,2023-06-28,0.12302,0.12302,0.12302,4,2
lacosamide,generic,ML,2023Q3,2023-09-27,0.12185,0.12185,0.12185,5,2
lacosamide,generic,ML,2023Q4,2023-12-27,0.12714,0.12714,0.12714,6,2
lacosamide,generic,ML,2024Q1,2024-03-27,0.14753,0.14753,0.14753,7,2
lacosamide,generic,ML,2024Q2,2024-06-26,0.13684,0.13684,0.13684,6,2
lacosamide,generic,ML,2024Q3,2024-09-25,0.1302,0.1302,0.1302,8,2
lacosamide,generic,ML,2024Q4,2024-12-25,0.10597,0.10597,0.10597,9,2
lacosamide,generic,ML,2025Q1,2025-03-26,0.12639,0.12639,0.1416,13,2
lacosamide,generic,ML,2025Q2,2025-06-25,0.10718,0.10718,0.13994,13,2
lacosamide,generic,ML,2025Q3,2025-09-24,0.107,0.107,0.14143,13,2
lacosamide,generic,ML,2025Q4,2025-12-31,0.09465,0.09465,0.12252,13,2
lacosamide,generic,ML,2026Q1,2026-03-25,0.09508,0.09508,0.11984,13,2
lacosamide,generic,ML,2026Q2,2026-06-24,0.08447,0.08447,0.11984,15,3
lacosamide,generic,ML,2026Q3,2026-09-16,0.08203,0.08203,0.08203,15,3
lamotrigine,brand,EA,2019Q1,2019-03-27,14.75275,11.02044,37.21671,12,12
lamotrigine,brand,EA,2019Q2,2019-06-26,14.75275,11.02044,37.21671,12,12
lamotrigine,brand,EA,2019Q3,2019-09-25,14.75275,11.02044,37.21671,12,12
lamotrigine,brand,EA,2019Q4,2019-12-25,14.68267,11.02044,36.79253,12,12
lamotrigine,brand,EA,2020Q1,2020-03-25,15.12315,11.35116,37.89631,12,12
lamotrigine,brand,EA,2020Q2,2020-06-24,15.14512,11.35116,38.0794,12,12
lamotrigine,brand,EA,2020Q3,2020-09-30,15.14512,11.35116,38.0794,12,12
lamotrigine,brand,EA,2020Q4,2020-12-30,15.14512,11.35116,38.0794,12,12
lamotrigine,brand,EA,2021Q1,2021-03-31,15.90231,11.91872,39.98337,12,12
lamotrigine,brand,EA,2021Q2,2021-06-30,15.82596,11.91872,39.98337,12,12
lamotrigine,brand,EA,2021Q3,2021-09-29,15.9229,11.91872,39.98337,12,12
lamotrigine,brand,EA,2021Q4,2021-12-29,15.9229,11.91872,40.1,12,12
lamotrigine,brand,EA,2022Q1,2022-03-30,17.03751,12.75303,42.907,12,12
lamotrigine,brand,EA,2022Q2,2022-06-29,17.03751,12.75303,42.907,12,12
lamotrigine,brand,EA,2022Q3,2022-09-28,17.03751,12.75303,42.907,12,12
lamotrigine,brand,EA,2022Q4,2022-12-28,17.03751,12.75303,42.907,12,12
lamotrigine,brand,EA,2023Q1,2023-03-29,18.34939,13.83777,46.21084,12,12
lamotrigine,brand,EA,2023Q2,2023-06-28,18.34939,13.83777,46.21084,12,12
lamotrigine,brand,EA,2023Q3,2023-09-27,18.34939,13.83777,46.21084,12,12
lamotrigine,brand,EA,2023Q4,2023-12-27,14.28051,9.98331,46.21084,12,12
lamotrigine,brand,EA,2024Q1,2024-03-27,14.28051,9.98331,45.93564,12,12
lamotrigine,brand,EA,2024Q2,2024-06-26,13.7416,10.01093,46.06587,15,15
lamotrigine,brand,EA,2024Q3,2024-09-25,13.7675,10.01268,46.10587,15,15
lamotrigine,brand,EA,2024Q4,2024-12-25,13.75857,10.0086,46.08406,15,15
lamotrigine,brand,EA,2025Q1,2025-03-26,13.7996,10.30886,47.46659,15,15
lamotrigine,brand,EA,2025Q2,2025-06-25,13.7996,10.3531,47.52141,15,15
lamotrigine,brand,EA,2025Q3,2025-09-24,13.7996,10.28658,47.41631,15,15
